id_transaksi,tanggal,cabang,kategori_produk,nama_produk,harga_satuan,jumlah_terjual,total_penjualan,metode_pembayaran,jenis_kelamin_pelanggan,usia_pelanggan,rating_kepuasan,status_promo,biaya_iklan_harian
TRX01155,2026-02-25,Bandung,Smartphone,Smartphone Air,3479000,3,10437000,Tunai,P,46.0,5.0,Reguler,1180000
TRX02089,2026-02-25,Malang,Smartphone,Smartphone NovaLite,4694000,2,9388000,Kredit,P,32.0,,Reguler,2397000
TRX01838,2026-02-25,Malang,Laptop,Laptop A14,12144000,4,48576000,Debit,P,31.0,5.0,Reguler,2852000
TRX00226,2026-02-25,Bandung,Smartphone,Smartphone Air,3116000,5,15580000,Debit,P,43.0,1.0,Reguler,2498000
TRX01779,2026-02-25,Surabaya,Smartphone,Smartphone Z5,7178000,4,28712000,Kredit,L,33.0,4.0,Reguler,2988000
TRX01391,2026-02-25,Bandung,Smartphone,Smartphone NovaLite,1575000,2,3150000,Tunai,L,31.0,4.0,Reguler,2489000
TRX01186,2026-02-25,Malang,Smartphone,Smartphone Air,5614000,3,16842000,Kredit,L,27.0,5.0,Reguler,1043000
TRX01821,2026-02-26,Bandung,Aksesoris,Mouse Wireless,450000,1,450000,Debit,P,36.0,4.0,Reguler,1085000
TRX00749,2026-02-26,Surabaya,Smartphone,Smartphone Air,7528000,5,37640000,Debit,L,33.0,4.0,Reguler,788000
TRX00748,2026-02-26,Jakarta,Smartphone,Smartphone MaxEdge,5190000,4,20760000,E-Wallet,P,43.0,2.0,Reguler,1310000
TRX00088,2026-02-26,Bandung,Elektronik Rumah Tangga,TV LED 32in,5576000,1,5576000,Kredit,P,,3.0,Reguler,2470000
TRX00400,2026-02-26,Jakarta,Smartphone,Smartphone Air,6230000,5,31150000,Debit,L,44.0,4.0,Reguler,1133000
TRX00526,2026-02-26,Jakarta,Smartphone,Smartphone MaxEdge,7568000,3,22704000,E-Wallet,L,42.0,,Reguler,2342000
TRX00333,2026-02-26,Malang,Smartphone,Smartphone NovaLite,4110000,2,8220000,E-Wallet,P,32.0,4.0,Reguler,2898000
TRX01014,2026-02-26,Jakarta,Aksesoris,Earphone Bluetooth,442000,1,442000,E-Wallet,L,27.0,4.0,Reguler,2442000
TRX01060,2026-02-26,Malang,Aksesoris,Casing HP,433000,1,433000,Tunai,P,21.0,,Reguler,1611000
TRX01034,2026-02-26,Bandung,Smartphone,Smartphone NovaLite,4214000,4,16856000,Tunai,L,18.0,3.0,Reguler,2220000
TRX01462,2026-02-26,Jakarta,Smartphone,Smartphone MaxEdge,2630000,5,13150000,E-Wallet,P,41.0,4.0,Reguler,1778000
TRX00447,2026-02-26,Malang,Smartphone,Smartphone Z5,3320000,1,3320000,Kredit,P,28.0,5.0,Reguler,1160000
TRX00968,2026-02-27,Bandung,Aksesoris,Casing HP,90000,2,180000,Debit,L,28.0,4.0,Reguler,1435000
TRX01435,2026-02-27,Bandung,Elektronik Rumah Tangga,Kipas Angin,1377000,1,1377000,Tunai,L,27.0,5.0,Reguler,1327000
TRX01439,2026-02-27,Malang,Laptop,Laptop A14,7384000,2,14768000,Kredit,L,39.0,4.0,Reguler,2466000
TRX00988,2026-02-27,Surabaya,Laptop,Laptop X1,7077000,1,7077000,Debit,L,35.0,5.0,Reguler,889000
TRX00799,2026-02-27,Malang,Aksesoris,Earphone Bluetooth,373000,1,373000,Tunai,L,36.0,5.0,Reguler,1654000
TRX01177,2026-02-27,Surabaya,Smartphone,Smartphone MaxEdge,7297000,1,7297000,Kredit,P,30.0,5.0,Reguler,1183000
TRX00309,2026-02-27,Bandung,Laptop,Laptop UltraSlim,11724000,5,58620000,Kredit,L,,2.0,Reguler,1185000
TRX01604,2026-02-27,Jakarta,Elektronik Rumah Tangga,TV LED 32in,2701000,4,10804000,Debit,P,32.0,5.0,Reguler,2408000
TRX00525,2026-02-27,Surabaya,Aksesoris,Mouse Wireless,113000,3,339000,Tunai,P,40.0,5.0,Reguler,810000
TRX01586,2026-02-27,Jakarta,Aksesoris,Earphone Bluetooth,420000,3,1260000,E-Wallet,P,42.0,5.0,Reguler,449000
TRX02016,2026-02-27,Jakarta,Smartphone,Smartphone NovaLite,7643000,3,22929000,Debit,L,45.0,4.0,Reguler,1731000
TRX00403,2026-02-27,Surabaya,Smartphone,Smartphone Air,6701000,1,6701000,Tunai,L,33.0,4.0,Reguler,1751000
TRX01576,2026-02-27,Surabaya,Smartphone,Smartphone MaxEdge,1666000,4,6664000,Kredit,P,32.0,,Reguler,1647000
TRX02167,2026-02-27,Malang,Aksesoris,Earphone Bluetooth,175000,3,525000,Debit,P,34.0,2.0,Reguler,1948000
TRX00338,2026-02-27,Surabaya,Laptop,Laptop ProBook,6809000,3,20427000,E-Wallet,L,18.0,5.0,Reguler,1418000
TRX01527,2026-02-27,Surabaya,Laptop,Laptop A14,8516000,4,34064000,E-Wallet,P,46.0,5.0,Reguler,1367000
TRX00554,2026-02-27,Malang,Smartphone,Smartphone Air,7740000,4,30960000,Debit,L,22.0,5.0,Reguler,2884000
TRX01756,2026-02-27,Bandung,Smartphone,Smartphone Z5,6409000,4,25636000,Debit,L,39.0,4.0,Reguler,553000
TRX00368,2026-02-27,Malang,Laptop,Laptop UltraSlim,11236000,2,22472000,Kredit,P,27.0,5.0,Reguler,725000
TRX00167,2026-02-28,Malang,Aksesoris,Earphone Bluetooth,165000,3,495000,Debit,L,39.0,5.0,Reguler,1638000
TRX02152,2026-02-28,Surabaya,Smartphone,Smartphone NovaLite,7051000,3,21153000,Debit,L,,4.0,Reguler,1552000
TRX00595,2026-02-28,Jakarta,Elektronik Rumah Tangga,TV LED 32in,2046000,5,10230000,Debit,L,33.0,5.0,Reguler,1748000
TRX02130,2026-02-28,Surabaya,Aksesoris,Powerbank 10000mAh,415000,5,2075000,E-Wallet,L,28.0,3.0,Reguler,1794000
TRX01950,2026-02-28,Malang,Aksesoris,Mouse Wireless,84000,2,168000,Debit,L,36.0,4.0,Reguler,866000
TRX01388,2026-02-28,Jakarta,Smartphone,Smartphone MaxEdge,7883000,5,39415000,Debit,P,30.0,,Reguler,2032000
TRX00607,2026-02-28,Malang,Aksesoris,Earphone Bluetooth,140000,5,700000,Tunai,L,39.0,3.0,Reguler,2077000
TRX01404,2026-02-28,Jakarta,Smartphone,Smartphone Z5,6054000,4,24216000,E-Wallet,L,47.0,4.0,Reguler,1723000
TRX02083,2026-02-28,Surabaya,Aksesoris,Powerbank 10000mAh,360000,4,1440000,Debit,P,41.0,5.0,Reguler,1207000
TRX00066,2026-02-28,Bandung,Smartphone,Smartphone Air,2600000,3,7800000,E-Wallet,P,,,Reguler,329000
TRX01249,2026-02-28,Malang,Aksesoris,Mouse Wireless,291000,2,582000,E-Wallet,L,23.0,3.0,Reguler,278000
TRX01504,2026-02-28,Jakarta,Smartphone,Smartphone MaxEdge,4497000,3,13491000,E-Wallet,L,36.0,,Reguler,2704000
TRX00321,2026-02-28,Jakarta,Aksesoris,Earphone Bluetooth,449000,4,1796000,E-Wallet,L,25.0,4.0,Reguler,1880000
TRX01145,2026-03-01,Surabaya,Laptop,Laptop X1,13026000,2,26052000,Kredit,L,33.0,4.0,Saat Promo,4082000
TRX00254,2026-03-01,Surabaya,Smartphone,Smartphone Air,6337000,4,25348000,Debit,P,28.0,3.0,Saat Promo,2947000
TRX01095,2026-03-01,Surabaya,Smartphone,Smartphone NovaLite,7695000,4,30780000,Tunai,P,28.0,3.0,Saat Promo,2313000
TRX01915,2026-03-01,Malang,Smartphone,Smartphone MaxEdge,2111000,5,10555000,Tunai,L,42.0,4.0,Saat Promo,4347000
TRX02151,2026-03-01,Bandung,Laptop,Laptop ProBook,8171000,3,24513000,Debit,P,31.0,5.0,Saat Promo,1666000
TRX02069,2026-03-01,Malang,Aksesoris,Earphone Bluetooth,122000,5,610000,Debit,P,33.0,4.0,Saat Promo,2906000
TRX01514,2026-03-01,Jakarta,Elektronik Rumah Tangga,TV LED 32in,4689000,3,14067000,Tunai,L,41.0,5.0,Saat Promo,1801000
TRX02092,2026-03-01,Malang,Smartphone,Smartphone MaxEdge,3458000,4,13832000,Debit,L,28.0,1.0,Saat Promo,3985000
TRX00632,2026-03-01,Malang,Smartphone,Smartphone MaxEdge,7796000,4,31184000,Kredit,P,24.0,4.0,Saat Promo,429000
TRX00077,2026-03-01,Surabaya,Laptop,Laptop UltraSlim,13159000,2,26318000,Debit,P,24.0,3.0,Saat Promo,2870000
TRX00646,2026-03-01,Jakarta,Elektronik Rumah Tangga,TV LED 32in,4984000,4,19936000,Debit,L,33.0,4.0,Saat Promo,4531000
TRX01069,2026-03-02,Surabaya,Laptop,Laptop X1,5001000,6,30006000,Kredit,L,18.0,4.0,Saat Promo,4437000
TRX01905,2026-03-02,Malang,Laptop,Laptop UltraSlim,14203000,5,71015000,E-Wallet,P,,5.0,Saat Promo,787000
TRX00294,2026-03-02,Malang,Laptop,Laptop UltraSlim,7060000,3,21180000,Debit,L,31.0,3.0,Saat Promo,1206000
TRX01777,2026-03-02,Malang,Smartphone,Smartphone Air,2731000,5,13655000,Kredit,L,,5.0,Saat Promo,543000
TRX01030,2026-03-02,Malang,Elektronik Rumah Tangga,Kipas Angin,5569000,3,16707000,E-Wallet,L,32.0,3.0,Saat Promo,4665000
TRX00487,2026-03-02,Surabaya,Elektronik Rumah Tangga,Rice Cooker,2080000,5,10400000,E-Wallet,P,31.0,4.0,Saat Promo,463000
TRX00371,2026-03-02,Bandung,Smartphone,Smartphone NovaLite,5735000,6,34410000,Debit,P,25.0,5.0,Saat Promo,1188000
TRX00169,2026-03-02,Surabaya,Smartphone,Smartphone Z5,2106000,3,6318000,Debit,P,32.0,3.0,Saat Promo,1537000
TRX00738,2026-03-02,Surabaya,Aksesoris,Powerbank 10000mAh,136000,3,408000,Tunai,P,35.0,5.0,Saat Promo,2809000
TRX01494,2026-03-02,Malang,Elektronik Rumah Tangga,Kipas Angin,1443000,4,5772000,Debit,P,42.0,3.0,Saat Promo,4515000
TRX02160,2026-03-02,Malang,Laptop,Laptop A14,5035000,4,20140000,Kredit,P,29.0,4.0,Saat Promo,4390000
TRX01511,2026-03-02,Bandung,Smartphone,Smartphone Z5,5104000,2,10208000,Debit,P,21.0,4.0,Saat Promo,4626000
TRX00627,2026-03-03,Surabaya,Smartphone,Smartphone MaxEdge,3748000,3,11244000,E-Wallet,P,36.0,4.0,Saat Promo,1195000
TRX01771,2026-03-03,Jakarta,Smartphone,Smartphone NovaLite,3535000,5,17675000,E-Wallet,L,21.0,5.0,Saat Promo,1579000
TRX01142,2026-03-03,Malang,Smartphone,Smartphone Air,6987000,5,34935000,Tunai,L,38.0,5.0,Saat Promo,2560000
TRX01900,2026-03-03,Malang,Smartphone,Smartphone Z5,2341000,2,4682000,Kredit,L,29.0,5.0,Saat Promo,1849000
TRX01978,2026-03-03,Jakarta,Aksesoris,Mouse Wireless,457000,7,3199000,Kredit,L,48.0,4.0,Saat Promo,4034000
TRX01176,2026-03-03,Malang,Aksesoris,Casing HP,422000,2,844000,Debit,P,33.0,4.0,Saat Promo,2203000
TRX01974,2026-03-03,Jakarta,Elektronik Rumah Tangga,Rice Cooker,5674000,4,22696000,Kredit,P,35.0,,Saat Promo,2755000
TRX02074,2026-03-03,Bandung,Smartphone,Smartphone NovaLite,3763000,6,22578000,E-Wallet,P,37.0,4.0,Saat Promo,2287000
TRX01782,2026-03-03,Malang,Smartphone,Smartphone NovaLite,5991000,3,17973000,Debit,P,40.0,,Saat Promo,1991000
TRX01330,2026-03-03,Jakarta,Smartphone,Smartphone MaxEdge,6660000,3,19980000,Debit,P,29.0,4.0,Saat Promo,1772000
TRX00199,2026-03-03,Jakarta,Smartphone,Smartphone Air,6522000,3,19566000,E-Wallet,L,28.0,3.0,Saat Promo,2144000
TRX01160,2026-03-03,Surabaya,Aksesoris,Earphone Bluetooth,392000,4,1568000,E-Wallet,L,29.0,2.0,Saat Promo,1104000
TRX01592,2026-03-04,Surabaya,Smartphone,Smartphone MaxEdge,2066000,3,6198000,Debit,P,18.0,5.0,Saat Promo,3390000
TRX00139,2026-03-04,Malang,Laptop,Laptop ProBook,5024000,1,5024000,Kredit,L,47.0,5.0,Saat Promo,1255000
TRX01357,2026-03-04,Jakarta,Elektronik Rumah Tangga,Kulkas 2 Pintu,3581000,5,17905000,Debit,L,38.0,5.0,Saat Promo,2208000
TRX01647,2026-03-04,Malang,Smartphone,Smartphone NovaLite,3509000,7,24563000,Tunai,P,25.0,4.0,Saat Promo,2616000
TRX01793,2026-03-04,Jakarta,Smartphone,Smartphone Z5,2229000,5,11145000,Tunai,L,44.0,4.0,Saat Promo,687000
TRX00268,2026-03-04,Malang,Smartphone,Smartphone Air,2780000,7,19460000,E-Wallet,L,42.0,4.0,Saat Promo,2622000
TRX00197,2026-03-04,Malang,Aksesoris,Earphone Bluetooth,222000,3,666000,E-Wallet,L,34.0,4.0,Saat Promo,2350000
TRX01236,2026-03-04,Jakarta,Laptop,Laptop UltraSlim,11425000,4,45700000,E-Wallet,L,31.0,4.0,Saat Promo,1772000
TRX01312,2026-03-04,Bandung,Smartphone,Smartphone Air,7567000,4,30268000,Debit,P,35.0,4.0,Saat Promo,3875000
TRX00991,2026-03-04,Surabaya,Laptop,Laptop ProBook,13860000,3,41580000,Debit,P,28.0,4.0,Saat Promo,1198000
TRX02030,2026-03-04,Bandung,Smartphone,Smartphone NovaLite,7959000,4,31836000,Debit,P,37.0,4.0,Saat Promo,4510000
TRX01383,2026-03-04,Malang,Aksesoris,Casing HP,427000,4,1708000,E-Wallet,L,,5.0,Saat Promo,4792000
TRX01407,2026-03-04,Bandung,Laptop,Laptop A14,11590000,5,57950000,E-Wallet,P,21.0,2.0,Saat Promo,1815000
TRX01711,2026-03-04,Malang,Laptop,Laptop UltraSlim,11544000,2,23088000,Kredit,P,30.0,4.0,Saat Promo,2406000
TRX01372,2026-03-04,Bandung,Smartphone,Smartphone Z5,5899000,4,23596000,E-Wallet,P,28.0,2.0,Saat Promo,3750000
TRX01757,2026-03-05,Jakarta,Smartphone,Smartphone NovaLite,4802000,5,24010000,Debit,L,39.0,4.0,Saat Promo,3180000
TRX01363,2026-03-05,Malang,Smartphone,Smartphone Z5,2206000,5,11030000,E-Wallet,L,43.0,4.0,Saat Promo,3409000
TRX00979,2026-03-05,Surabaya,Smartphone,Smartphone NovaLite,2157000,5,10785000,Kredit,L,31.0,4.0,Saat Promo,3522000
TRX00044,2026-03-06,Jakarta,Laptop,Laptop A14,14943000,6,89658000,E-Wallet,P,20.0,3.0,Saat Promo,3624000
TRX01831,2026-03-06,Surabaya,Smartphone,Smartphone MaxEdge,6280000,5,31400000,E-Wallet,P,36.0,4.0,Saat Promo,1493000
TRX01685,2026-03-06,Malang,Smartphone,Smartphone Z5,5228000,6,31368000,Debit,P,38.0,4.0,Saat Promo,1057000
TRX00521,2026-03-06,Malang,Aksesoris,Casing HP,233000,4,932000,Kredit,L,21.0,3.0,Saat Promo,1971000
TRX01925,2026-03-07,Surabaya,Smartphone,Smartphone MaxEdge,2230000,5,11150000,E-Wallet,L,47.0,5.0,Saat Promo,3566000
TRX02191,2026-03-07,Surabaya,Smartphone,Smartphone NovaLite,7040000,2,14080000,E-Wallet,P,41.0,3.0,Saat Promo,3534000
TRX01773,2026-03-07,Malang,Smartphone,Smartphone Z5,4922000,5,24610000,E-Wallet,P,24.0,5.0,Saat Promo,1589000
TRX01699,2026-03-07,Jakarta,Smartphone,Smartphone MaxEdge,5976000,4,23904000,Tunai,L,47.0,4.0,Saat Promo,2747000
TRX00053,2026-03-07,Malang,Laptop,Laptop UltraSlim,8769000,1,8769000,E-Wallet,P,36.0,4.0,Saat Promo,2391000
TRX02145,2026-03-07,Malang,Elektronik Rumah Tangga,TV LED 32in,3751000,3,11253000,Debit,P,30.0,4.0,Saat Promo,1078000
TRX00746,2026-03-07,Jakarta,Smartphone,Smartphone NovaLite,5931000,2,11862000,Debit,L,,5.0,Saat Promo,3740000
TRX00301,2026-03-07,Surabaya,Smartphone,Smartphone Air,1749000,4,6996000,E-Wallet,P,34.0,3.0,Saat Promo,1127000
TRX00194,2026-03-07,Surabaya,Aksesoris,Mouse Wireless,315000,5,1575000,Kredit,P,31.0,4.0,Saat Promo,4048000
TRX00998,2026-03-07,Surabaya,Smartphone,Smartphone MaxEdge,5487000,6,32922000,Debit,L,,4.0,Saat Promo,2612000
TRX01927,2026-03-07,Malang,Laptop,Laptop ProBook,12025000,6,72150000,Kredit,L,35.0,3.0,Saat Promo,2573000
TRX02053,2026-03-07,Surabaya,Aksesoris,Powerbank 10000mAh,308000,4,1232000,E-Wallet,P,23.0,3.0,Saat Promo,2734000
TRX00765,2026-03-07,Jakarta,Laptop,Laptop UltraSlim,12751000,4,51004000,Kredit,P,37.0,1.0,Saat Promo,3824000
TRX01572,2026-03-07,Surabaya,Laptop,Laptop A14,14413000,5,72065000,E-Wallet,L,35.0,5.0,Saat Promo,522000
TRX00063,2026-03-08,Jakarta,Smartphone,Smartphone MaxEdge,7229000,3,21687000,Tunai,P,39.0,3.0,Saat Promo,4626000
TRX01052,2026-03-08,Malang,Laptop,Laptop A14,7544000,6,45264000,Kredit,P,29.0,5.0,Saat Promo,1767000
TRX01271,2026-03-08,Surabaya,Smartphone,Smartphone NovaLite,7415000,4,29660000,E-Wallet,P,38.0,5.0,Saat Promo,1853000
TRX02056,2026-03-08,Surabaya,Elektronik Rumah Tangga,Kulkas 2 Pintu,1774000,3,5322000,Debit,P,33.0,4.0,Saat Promo,2687000
TRX00393,2026-03-08,Jakarta,Laptop,Laptop UltraSlim,9129000,1,9129000,Debit,L,40.0,4.0,Saat Promo,2711000
TRX01151,2026-03-08,Surabaya,Aksesoris,Casing HP,107000,6,642000,E-Wallet,P,31.0,4.0,Saat Promo,751000
TRX00201,2026-03-08,Malang,Smartphone,Smartphone Z5,6622000,5,33110000,Debit,L,24.0,3.0,Saat Promo,2568000
TRX01360,2026-03-08,Surabaya,Laptop,Laptop ProBook,8125000,7,56875000,Tunai,L,45.0,4.0,Saat Promo,326000
TRX00628,2026-03-08,Bandung,Aksesoris,Earphone Bluetooth,132000,4,528000,Debit,P,33.0,4.0,Saat Promo,4717000
TRX01138,2026-03-08,Surabaya,Laptop,Laptop ProBook,7669000,4,30676000,Debit,L,27.0,4.0,Saat Promo,898000
TRX00630,2026-03-08,Surabaya,Elektronik Rumah Tangga,Rice Cooker,1169000,3,3507000,E-Wallet,P,29.0,5.0,Saat Promo,4575000
TRX00068,2026-03-09,Surabaya,Aksesoris,Mouse Wireless,345000,5,1725000,Tunai,P,44.0,3.0,Saat Promo,3976000
TRX01937,2026-03-09,Jakarta,Laptop,Laptop ProBook,6398000,5,31990000,E-Wallet,P,40.0,4.0,Saat Promo,4041000
TRX00374,2026-03-09,Surabaya,Smartphone,Smartphone NovaLite,2589000,4,10356000,E-Wallet,P,35.0,4.0,Saat Promo,1444000
TRX01864,2026-03-09,Surabaya,Smartphone,Smartphone Z5,5038000,1,5038000,E-Wallet,P,27.0,5.0,Saat Promo,2449000
TRX00909,2026-03-09,Malang,Smartphone,Smartphone NovaLite,1828000,2,3656000,E-Wallet,L,31.0,5.0,Saat Promo,1467000
TRX01857,2026-03-09,Malang,Smartphone,Smartphone Z5,3796000,4,15184000,Debit,L,21.0,3.0,Saat Promo,1320000
TRX00498,2026-03-09,Malang,Aksesoris,Powerbank 10000mAh,171000,2,342000,Tunai,P,31.0,3.0,Saat Promo,2988000
TRX01044,2026-03-09,Jakarta,Laptop,Laptop ProBook,6806000,3,20418000,Kredit,L,,4.0,Saat Promo,1525000
TRX01967,2026-03-09,Surabaya,Smartphone,Smartphone NovaLite,2019000,2,4038000,Debit,P,24.0,4.0,Saat Promo,4581000
TRX00332,2026-03-09,Jakarta,Elektronik Rumah Tangga,Kulkas 2 Pintu,4812000,4,19248000,E-Wallet,P,35.0,5.0,Saat Promo,1099000
TRX00576,2026-03-09,Bandung,Smartphone,Smartphone MaxEdge,2480000,1,2480000,Tunai,L,38.0,5.0,Saat Promo,4229000
TRX00022,2026-03-09,Malang,Smartphone,Smartphone NovaLite,6124000,2,12248000,E-Wallet,L,22.0,4.0,Saat Promo,3890000
TRX01268,2026-03-09,Surabaya,Laptop,Laptop A14,12715000,2,25430000,Debit,P,28.0,,Saat Promo,481000
TRX00913,2026-03-10,Malang,Smartphone,Smartphone NovaLite,6420000,4,25680000,Tunai,L,40.0,2.0,Saat Promo,562000
TRX00379,2026-03-10,Surabaya,Smartphone,Smartphone Air,1591000,4,6364000,Debit,P,23.0,5.0,Saat Promo,4366000
TRX00634,2026-03-10,Malang,Laptop,Laptop X1,13634000,5,68170000,E-Wallet,L,33.0,3.0,Saat Promo,2370000
TRX00188,2026-03-10,Surabaya,Aksesoris,Casing HP,238000,2,476000,Debit,L,39.0,4.0,Saat Promo,475000
TRX01748,2026-03-10,Malang,Aksesoris,Mouse Wireless,472000,4,1888000,E-Wallet,P,34.0,3.0,Saat Promo,1139000
TRX01718,2026-03-10,Surabaya,Smartphone,Smartphone MaxEdge,5111000,4,20444000,Kredit,L,31.0,4.0,Saat Promo,3346000
TRX01945,2026-03-10,Jakarta,Smartphone,Smartphone NovaLite,5668000,7,39676000,Kredit,L,41.0,2.0,Saat Promo,2421000
TRX01772,2026-03-10,Surabaya,Smartphone,Smartphone Air,7923000,5,39615000,Debit,L,34.0,5.0,Saat Promo,334000
TRX00770,2026-03-10,Jakarta,Laptop,Laptop ProBook,12755000,2,25510000,E-Wallet,P,30.0,4.0,Saat Promo,1038000
TRX01159,2026-03-11,Malang,Laptop,Laptop A14,8565000,4,34260000,E-Wallet,P,56.0,5.0,Saat Promo,1892000
TRX01881,2026-03-11,Jakarta,Aksesoris,Powerbank 10000mAh,156000,7,1092000,E-Wallet,L,37.0,3.0,Saat Promo,2138000
TRX00614,2026-03-11,Bandung,Smartphone,Smartphone Z5,3126000,5,15630000,Debit,L,25.0,5.0,Saat Promo,4283000
TRX01761,2026-03-11,Surabaya,Laptop,Laptop A14,12459000,5,62295000,E-Wallet,P,,4.0,Saat Promo,3696000
TRX01468,2026-03-11,Malang,Smartphone,Smartphone Air,3886000,6,23316000,E-Wallet,P,28.0,4.0,Saat Promo,613000
TRX01385,2026-03-11,Jakarta,Elektronik Rumah Tangga,Kipas Angin,2479000,5,12395000,Kredit,P,46.0,4.0,Saat Promo,1322000
TRX01285,2026-03-11,Malang,Aksesoris,Earphone Bluetooth,499000,5,2495000,E-Wallet,L,44.0,4.0,Saat Promo,4590000
TRX01593,2026-03-11,Bandung,Smartphone,Smartphone MaxEdge,2581000,3,7743000,Tunai,L,19.0,5.0,Saat Promo,1729000
TRX00758,2026-03-11,Malang,Elektronik Rumah Tangga,Rice Cooker,2859000,6,17154000,Debit,P,38.0,1.0,Saat Promo,3478000
TRX01017,2026-03-11,Malang,Elektronik Rumah Tangga,Rice Cooker,3617000,1,3617000,E-Wallet,P,31.0,,Saat Promo,2669000
TRX00809,2026-03-12,Jakarta,Elektronik Rumah Tangga,Rice Cooker,5044000,7,35308000,Debit,P,32.0,4.0,Saat Promo,1141000
TRX00094,2026-03-12,Bandung,Laptop,Laptop A14,11003000,5,55015000,E-Wallet,L,35.0,5.0,Saat Promo,2164000
TRX01173,2026-03-12,Jakarta,Aksesoris,Mouse Wireless,155000,6,930000,Kredit,L,25.0,3.0,Saat Promo,1142000
TRX01066,2026-03-12,Malang,Laptop,Laptop A14,12330000,5,61650000,E-Wallet,L,31.0,4.0,Saat Promo,3407000
TRX01629,2026-03-12,Surabaya,Aksesoris,Powerbank 10000mAh,83000,2,166000,E-Wallet,P,26.0,4.0,Saat Promo,4502000
TRX01478,2026-03-13,Bandung,Laptop,Laptop A14,5425000,3,16275000,E-Wallet,P,20.0,4.0,Saat Promo,3914000
TRX01774,2026-03-13,Malang,Smartphone,Smartphone MaxEdge,1778000,5,8890000,Kredit,P,,,Saat Promo,1530000
TRX00440,2026-03-13,Surabaya,Smartphone,Smartphone MaxEdge,5631000,4,22524000,Debit,P,22.0,5.0,Saat Promo,2153000
TRX01352,2026-03-13,Jakarta,Aksesoris,Mouse Wireless,92000,2,184000,Kredit,P,30.0,5.0,Saat Promo,885000
TRX01666,2026-03-13,Bandung,Laptop,Laptop X1,8040000,2,16080000,E-Wallet,P,42.0,3.0,Saat Promo,3724000
TRX01320,2026-03-13,Bandung,Smartphone,Smartphone Air,5196000,5,25980000,Debit,L,29.0,4.0,Saat Promo,3918000
TRX01921,2026-03-13,Surabaya,Laptop,Laptop UltraSlim,14883000,6,89298000,Debit,P,39.0,5.0,Saat Promo,4617000
TRX01283,2026-03-13,Malang,Aksesoris,Earphone Bluetooth,360000,3,1080000,Debit,P,33.0,2.0,Saat Promo,4516000
TRX01694,2026-03-13,Bandung,Smartphone,Smartphone Air,4784000,7,33488000,Debit,P,29.0,,Saat Promo,2616000
TRX01094,2026-03-13,Malang,Aksesoris,Powerbank 10000mAh,349000,1,349000,Debit,L,22.0,5.0,Saat Promo,4568000
TRX00552,2026-03-13,Malang,Smartphone,Smartphone Air,6772000,4,27088000,Kredit,L,,4.0,Saat Promo,2550000
TRX02059,2026-03-13,Bandung,Smartphone,Smartphone Air,1500000,4,6000000,Tunai,L,40.0,4.0,Saat Promo,2588000
TRX02012,2026-03-13,Malang,Smartphone,Smartphone Air,5572000,1,5572000,E-Wallet,P,29.0,4.0,Saat Promo,4518000
TRX02003,2026-03-13,Bandung,Aksesoris,Mouse Wireless,313000,2,626000,Tunai,P,36.0,3.0,Saat Promo,3973000
TRX01754,2026-03-13,Surabaya,Laptop,Laptop ProBook,10819000,2,21638000,E-Wallet,L,27.0,4.0,Saat Promo,2862000
TRX02140,2026-03-14,Surabaya,Laptop,Laptop A14,7507000,6,45042000,E-Wallet,L,30.0,4.0,Saat Promo,1194000
TRX02134,2026-03-14,Malang,Smartphone,Smartphone NovaLite,6025000,6,36150000,Tunai,P,61.0,4.0,Saat Promo,3854000
TRX02073,2026-03-14,Jakarta,Laptop,Laptop UltraSlim,5728000,5,28640000,Debit,L,27.0,3.0,Saat Promo,3596000
TRX02060,2026-03-14,Surabaya,Aksesoris,Earphone Bluetooth,295000,3,885000,Kredit,P,38.0,4.0,Saat Promo,4301000
TRX00957,2026-03-14,Bandung,Laptop,Laptop X1,8465000,5,42325000,Tunai,P,42.0,4.0,Saat Promo,2442000
TRX00027,2026-03-14,Surabaya,Smartphone,Smartphone MaxEdge,5498000,7,38486000,E-Wallet,P,39.0,4.0,Saat Promo,2631000
TRX02163,2026-03-14,Malang,Laptop,Laptop A14,5421000,4,21684000,E-Wallet,P,20.0,,Saat Promo,1302000
TRX01847,2026-03-14,Surabaya,Elektronik Rumah Tangga,Kipas Angin,2574000,5,12870000,Kredit,P,39.0,3.0,Saat Promo,2448000
TRX01302,2026-03-14,Jakarta,Elektronik Rumah Tangga,Rice Cooker,3512000,6,21072000,Debit,P,33.0,4.0,Saat Promo,3413000
TRX01956,2026-03-14,Surabaya,Elektronik Rumah Tangga,Kulkas 2 Pintu,2080000,5,10400000,E-Wallet,L,50.0,,Saat Promo,511000
TRX01168,2026-03-14,Surabaya,Aksesoris,Mouse Wireless,61000,3,183000,E-Wallet,L,35.0,3.0,Saat Promo,3624000
TRX02076,2026-03-15,Malang,Aksesoris,Powerbank 10000mAh,63000,4,252000,E-Wallet,P,32.0,4.0,Reguler,1940000
TRX01875,2026-03-15,Surabaya,Laptop,Laptop X1,5674000,3,17022000,E-Wallet,P,40.0,5.0,Reguler,945000
TRX00585,2026-03-15,Malang,Elektronik Rumah Tangga,Kulkas 2 Pintu,4326000,5,21630000,Tunai,P,38.0,4.0,Reguler,366000
